Headline,Date,category
"
	            Weltweit lernen über 15 Millionen Menschen Deutsch als Fremdsprache
	        ","
			6.06.2020 07:00 Uhr
		",gesellschaft
"
	            Im Zeichen der Transparenz: Facebook kennzeichnet ab sofort staatlich kontrollierte Medien
	        ","
			5.06.2020 17:47 Uhr
		",gesellschaft
"
	            Als Zeichen gegen Rassismus: Dating-App Grindr löscht Filtereinstellung ""Ethnie""
	        ","
			5.06.2020 06:00 Uhr
		",gesellschaft
"
	            Immunitätsausweis: Mehr Bewegungsfreiheit oder mehr Einschränkungen? (Video)
	        ","
			3.06.2020 09:45 Uhr
		",gesellschaft
"
	            ""Mark hat unrecht"": Zuckerberg erntet von Mitarbeitern Kritik für Haltung gegenüber Trump
	        ","
			2.06.2020 17:21 Uhr
		",gesellschaft
"
	            Verhüllte Reichstagsgebäude in Berlin: Künstler Christo mit 84 Jahren gestorben
	        ","
			1.06.2020 11:34 Uhr
		",gesellschaft
"
	            Kritik an Berichterstattung: Zu wenige Frauen erklären die Corona-Krise
	        ","
			1.06.2020 10:09 Uhr
		",gesellschaft
"
	            Rassismus-Vorwürfe: Jimmy Fallon entschuldigt sich für Blackface-Auftritt vor 20 Jahren
	        ","
			28.05.2020 09:15 Uhr
		",gesellschaft
"
	            Doku von Michael Moore von YouTube gelöscht – Rache der ""grünen Kapitalisten""?
	        ","
			28.05.2020 06:00 Uhr
		",gesellschaft
"
	            ""Europa in die Knie zwingen"": Ukrainisches Computerspiel zeigt Siegesparade der Nazis in Moskau
	        ","
			27.05.2020 15:20 Uhr
		",gesellschaft
"
	            Von Gates mitgegründete Allianz spendet Millionen: US-Firma beginnt Impfversuche an Freiwilligen
	        ","
			26.05.2020 18:02 Uhr
		",gesellschaft
"
	            ""Ein unermesslicher Verlust"": New York Times ehrt Corona-Opfer mit ungewöhnlicher Titelseite
	        ","
			24.05.2020 16:03 Uhr
		",gesellschaft
"
	            WWF: Tropenwald-Zerstörung nahm im ""Corona-Monat"" März weltweit massiv zu
	        ","
			23.05.2020 08:15 Uhr
		",gesellschaft
"
	            Hat NASA durch Zufall ein Paralleluniversum entdeckt?
	        ","
			22.05.2020 14:32 Uhr
		",gesellschaft
"
	            Muckibude zu, Kühlschrank auf: Jeder vierte Russe legt im Corona-Homeoffice an Gewicht zu
	        ","
			22.05.2020 06:00 Uhr
		",gesellschaft
"
	            Hackerangriff auf Easyjet: Neun Millionen Kunden betroffen
	        ","
			21.05.2020 07:30 Uhr
		",gesellschaft
"
	            Helmut Schmidts Albtraum: Mentholzigaretten-Verbot tritt in Kraft
	        ","
			20.05.2020 17:30 Uhr
		",gesellschaft
"
	            Wegen Lockdown: Dutzende Babys von ukrainischen Leihmüttern warten auf Adoptiveltern
	        ","
			20.05.2020 15:15 Uhr
		",gesellschaft
"
	            Schöne neue Arbeitswelt: Heimarbeit auch nach der Corona-Pandemie? (Video)
	        ","
			18.05.2020 06:30 Uhr
		",gesellschaft
"
	            Im Kampf gegen Corona sitzen Arm und Reich nicht im selben Boot
	        ","
			17.05.2020 07:30 Uhr
		",gesellschaft
"
	            Opfer, Nazi oder Kollaborateur? Projekt für Holocaustmuseum in Kiew sieht virtuelle Rollenspiele vor
	        ","
			16.05.2020 12:53 Uhr
		",gesellschaft
"
	            Mehr Bildungsungleichheit durch Corona: Arme Schüler bleiben zurück (Video)
	        ","
			15.05.2020 13:15 Uhr
		",gesellschaft
"
	            Corona-Krise: Gute Gelegenheit zur Umverteilung von unten nach oben? – Interview mit Werner Rügemer
	        ","
			13.05.2020 19:50 Uhr
		",gesellschaft
"
	            Wegen Traumatisierung: Facebook muss Inhalte-Prüfern 52 Millionen US-Dollar zahlen
	        ","
			13.05.2020 17:48 Uhr
		",gesellschaft
"
	            Twitter will ""umstrittene und ungeprüfte"" COVID-19-Beiträge markieren
	        ","
			12.05.2020 22:25 Uhr
		",gesellschaft
"
	            ""Viren"", Masken, Tests, Impfungen – zur ""neuen Normalität"" in der Corona-Krise
	        ","
			10.05.2020 19:09 Uhr
		",gesellschaft
"
	            WDR-Reporterin wirft Frankreichs Ex-Staatschef sexuelle Belästigung vor
	        ","
			10.05.2020 15:31 Uhr
		",gesellschaft
"
	            Legendärer Magier Roy Horn an den Folgen von COVID-19 gestorben
	        ","
			9.05.2020 10:33 Uhr
		",gesellschaft
"
	            Der 8. Mai: Unüberbrückbare Narrative
	        ","
			8.05.2020 18:15 Uhr
		",gesellschaft
"
	            Siegestags-Karaoke: Kultiges Lied lädt zum Mitsingen in 100 Sprachen ein
	        ","
			8.05.2020 17:01 Uhr
		",gesellschaft
"
	            Zur Schlichtung im Geschichtsstreit: Das Buch ""Der 8. Mai: Geschichte eines Tages""
	        ","
			8.05.2020 10:29 Uhr
		",gesellschaft
"
	            Neue Tests reißen Löcher in Einsteins Gravitationstheorie: Hat Universum eine Nord-Süd-Ausrichtung?
	        ","
			4.05.2020 10:18 Uhr
		",gesellschaft
